time_s,ax,ay,az,gx,gy,gz,activity,subject_id,placement,fs_hz
1.58,-1.9062608900339337,1.6687622159410278,9.495782482296544,-0.023190043571295702,0.00021088789891551656,0.013117297430343637,stand,1,waist,50
1.6,-1.7118105820485405,1.5261744377247157,9.409847266535985,-0.011196804790589565,0.006718378418877014,0.021947685793162145,stand,1,waist,50
1.62,-1.7023105355399426,1.6529363829037607,9.543210817861473,0.02553020239077053,0.001297846673932107,0.003561005728236934,stand,1,waist,50
1.64,-1.6449628475026594,1.612324898733425,9.713362733067726,-0.01269604993609339,-0.021854821790099038,0.029118865403355586,stand,1,waist,50
1.66,-1.223727082859443,1.5754813017146472,9.683229655823665,-0.012090089402234225,0.004444795085592028,0.011781826043732839,stand,1,waist,50
1.68,-1.7298145336334059,1.7351069650917732,9.70969114501034,-0.009964858489125159,0.01553373870750143,0.016283325426311623,stand,1,waist,50
1.7,-1.7630058695522528,1.9227012697069228,9.545483628722515,-0.02613863432826505,-0.004435659155413125,0.0015436354242342122,stand,1,waist,50
1.72,-1.472254900822589,1.7128577709754527,9.544465860928481,-0.04116309994201306,-0.02051693185788272,0.01038217844130964,stand,1,waist,50
1.74,-1.4247070750318922,1.572755123799422,9.531467291347425,0.006255623131523599,0.013733631284662701,0.012402851768662109,stand,1,waist,50
1.76,-1.5981392352247148,1.6397781927983979,9.624751115465822,-0.028647506127922624,-0.005523541325451992,-0.027193346199510887,stand,1,waist,50
1.78,-1.6442914388425585,1.7068210310040972,9.807908868066933,-0.04316646162075794,-0.021590099835486896,-0.024074377818621148,stand,1,waist,50
1.8,-1.525401222329736,1.6177442326002498,9.848737092000503,0.012401777047235624,-0.017774965324553003,-0.009586328320597783,stand,1,waist,50
1.82,-1.3963914387395615,1.5271728762196264,9.71620937332622,-0.002118358860432651,0.01165387978614224,0.021401701122695217,stand,1,waist,50
1.84,-1.6044319850055808,1.5372013354206169,9.566343392073586,-0.0013252450095545781,-0.017748269544961944,-0.004435990691247867,stand,1,waist,50
1.86,-1.7177821092304122,1.767347157623487,9.782170110270572,-0.003393034049768993,-0.01900103560551004,-0.03563121998357699,stand,1,waist,50
1.88,-1.6748226152523158,1.7943736011138178,9.693884570678298,0.010258367105335953,-0.012811723917743061,-0.01287115331159645,stand,1,waist,50
1.9,-1.4400295529482166,1.5810888780660692,9.805122848271077,0.010905394612623458,0.002765812181868433,-0.02066827054421673,stand,1,waist,50
1.92,-1.4937575837046584,1.5580950706948098,9.709950773963373,-0.021839711578136377,0.001208950069569936,0.018967569235274047,stand,1,waist,50
1.94,-1.4388098175363437,1.5007836903782312,9.795540846285713,0.027622085001956415,0.008983515974501964,-0.049583993201264644,stand,1,waist,50
1.96,-1.4407482907056546,1.7609483790793765,9.547717450730174,0.029273962635638848,0.0017452238241627456,0.0064212836440702865,stand,1,waist,50
1.98,-1.3859294578098957,1.540238044729737,9.602774238675103,-0.006997765733360551,0.0004357625838762374,-0.028686510457889378,stand,1,waist,50
2.0,-1.574152198980849,1.5593734505433574,9.68349523205999,0.015110366464826967,-0.029313527093786373,-0.003547359890305555,stand,1,waist,50
2.02,-1.3626041673263987,1.6156780054311712,9.577785605682735,-0.021563854329337422,-0.012231488206115394,-0.016812737212938068,stand,1,waist,50
2.04,-1.566543090052659,1.6917432639692147,9.601245566559063,0.00730561042506519,-0.022502174076735364,-0.001812992083980454,stand,1,waist,50
2.06,-1.5977121985251916,1.5439490292945182,9.557322654019908,0.028618362331077223,0.021496914120816682,0.015951801734739566,stand,1,waist,50
2.08,-1.5082184224996145,1.5491362858195679,9.648127186475012,0.010362132085687903,0.008723710088707929,-0.01797794105142672,stand,1,waist,50
2.1,-1.5848917270486198,1.7300129938936313,9.777173867197979,0.0027664966459790994,-0.014412864463827588,0.009256071397137997,stand,1,waist,50
2.12,-1.6357435225162094,1.3992035802292504,9.656704234024952,0.013606725613449722,-0.03288100633471842,-0.020572165534392933,stand,1,waist,50
2.14,-1.6830412947543354,1.5056738572236914,9.598834501769813,0.01208885365347925,-0.031362276142253086,-0.014402247937071788,stand,1,waist,50
2.16,-1.5466050647131007,1.6546381410481967,9.590805295714455,-0.0023472242229892588,-0.009226541418570064,-0.0001601765705114347,stand,1,waist,50
2.18,-1.370437007277646,1.7594487172420494,9.575218728094423,0.020217717636025267,0.0019489025322239808,-0.0021709776273431403,stand,1,waist,50
2.2,-1.7313145543730573,1.5408902747726145,9.517508135540215,0.0035799121361738814,0.009894936124683928,-0.03794483955857275,stand,1,waist,50
2.22,-1.3887941247980349,1.5546318077758396,9.766099710385049,0.024247873000062176,-0.00926778839882482,-0.017269617945291277,stand,1,waist,50
2.24,-1.56674052527362,1.74819657277583,9.714396046967618,0.021648001396522596,-0.030882743986542734,-0.03516024159710745,stand,1,waist,50
2.26,-1.6993620685114363,1.6347366197399984,9.476757532698464,0.01992135094199109,-0.01275060980918877,-0.03285439870765222,stand,1,waist,50
2.28,-1.3462683306564904,1.6114997464995295,9.556090294476016,0.015450081815762602,0.015063059379843957,-0.018972571775135637,stand,1,waist,50
2.3,-1.9121244516983948,1.4720041521364773,9.676251834879432,0.0029334476795832274,-0.01571236257158866,-0.010364437608201977,stand,1,waist,50
2.32,-1.4709370316208885,1.4224584846953514,9.576051801865788,0.0006519302617475596,-0.025837602679448256,-0.008521366668927999,stand,1,waist,50
2.34,-1.428709577531449,1.5470254256298654,9.565649779838742,0.004421221875931593,-0.003340414647914025,-0.027107141689972164,stand,1,waist,50
2.36,-1.5665036665972916,1.7570026820363467,9.678273037301244,0.024032156396257297,-0.008089344516433316,-0.018175060830083176,stand,1,waist,50
2.38,-1.4812320158085348,1.660709454672474,9.749398226460942,-0.024371235105199864,-0.013873754155677456,-0.0058151990857832694,stand,1,waist,50
2.4,-1.6351191018909632,1.457548922837182,9.544895751256545,-0.008801655528396785,-0.012040806538026718,-0.004798598823166984,stand,1,waist,50
2.42,-1.7743790615151236,1.5871986561148987,9.58420451419527,0.03367719023187204,0.00882815304213821,-0.029067979795607286,stand,1,waist,50
2.44,-1.748282553638412,1.769527267073769,9.556119843869807,0.0005363374546495125,-0.01832236666316074,-0.00922576724704369,stand,1,waist,50
2.46,-1.5619409051306132,1.5503370970813808,9.624701664712891,0.014974338342846635,-0.02088934293550855,-0.04033296456921448,stand,1,waist,50
2.48,-1.8133771312069795,1.4612143373428694,9.487674698891457,-0.010920197258719998,-0.0007961892646483181,-0.006896797614159185,stand,1,waist,50
2.5,-1.5132545126647594,1.6665748261833067,9.536898048059854,-0.00034013696723829466,0.0073605847041173615,-0.05343631985439824,stand,1,waist,50
2.52,-1.682363845472899,1.4609751926064112,9.751928776189626,0.01579361068214724,-0.03386677284681159,-0.02515037342193886,stand,1,waist,50
2.54,-1.5839148117211546,1.5849045158123665,9.83747083806674,0.018265600813701655,-0.02292381521621866,-0.013826545317296556,stand,1,waist,50
2.56,-1.800920438683564,1.453621098762094,9.700754393760626,0.006272592842593308,-0.024773967768479538,0.013376105799130594,stand,1,waist,50
2.58,-1.86507307566256,1.5117012267028376,9.777851222557643,0.003994338980523754,0.0033602986426430736,-0.007495055095064242,stand,1,waist,50
2.6,-1.5300413672629583,1.6754455921810145,9.666983787298419,0.01479871589605975,0.0002564800860323981,-0.013634915843928798,stand,1,waist,50
2.62,-1.7828944130564224,1.6143551157832132,9.656485622841661,0.022595310880465833,0.009806796163983732,0.0018052038890650664,stand,1,waist,50
2.64,-1.8369089078761986,1.4502057014698924,9.675904150983884,0.0002620115637925549,-0.03829636534026095,3.876505533917385e-05,stand,1,waist,50
2.66,-1.6393132097459313,1.4541646461019353,9.736041999980882,-0.025995030400202943,0.009720728378789628,-0.022672221937338033,stand,1,waist,50
2.68,-1.6998975216505314,1.5468544843558578,9.845602028174461,0.006925481588909363,0.0082425451597382,-0.018385404102800935,stand,1,waist,50
2.7,-1.8044180006928465,1.6604354885645942,9.442279793542294,-0.013580228897307207,0.0057719766079460345,-0.011419712269224279,stand,1,waist,50
2.72,-1.691995106767538,1.3656401500885424,9.84082089613752,0.01186780229944942,-0.010029599089776037,-0.025735321231295138,stand,1,waist,50
2.74,-1.59448002357763,1.5684312272580225,9.68009826343106,0.014486127853329462,-0.012824073691267259,-0.009822762390503365,stand,1,waist,50
2.76,-1.720187230335679,1.4645762024145037,9.606886636647229,-0.011646981652516791,0.011210512459899211,-0.026959750199683906,stand,1,waist,50
2.78,-1.8324281862149594,1.5730880607299678,9.46180069059867,0.008120747297034709,0.014548052041371964,-0.02506879637072699,stand,1,waist,50
2.8,-1.913892266888115,1.4669221387815585,9.596019655451794,-0.01765236863922203,-0.047345002551821516,-0.007920437434602832,stand,1,waist,50
2.82,-1.9327914060676734,1.5221367553315264,9.618134900711013,0.015395166928265067,-0.005871314950503837,-0.016013831554346155,stand,1,waist,50
2.84,-2.0949940280901727,1.2054151374743949,9.676566620085389,-0.016166645795745425,0.005754840991753664,-0.0075197073088280044,stand,1,waist,50
2.86,-1.6642761619125481,1.4537084960787787,9.692011589100535,-0.004333676421117343,0.010917624096839685,-0.042137973053860786,stand,1,waist,50
2.88,-1.823370181292672,1.4417678604659476,9.456137115706163,0.00877678932303147,0.0006699437582380558,-0.0018797533758398675,stand,1,waist,50
2.9,-1.8101335808254007,1.5096969249375294,9.816785043065384,0.009273239796829947,-0.013860710375541926,-0.026143096794393687,stand,1,waist,50
2.92,-1.699378553978895,1.4474236273944017,9.59698939394667,0.00983145778866094,-0.010325024905674997,0.003892045451088141,stand,1,waist,50
2.94,-1.655782304594332,1.4625613197712128,9.49685665303276,-0.02092135671395347,-0.005147908929319029,-0.009206766234578456,stand,1,waist,50
2.96,-1.7927156041783396,1.3388387782182734,9.733115640214162,-0.0031388565553537775,0.016594637800651353,0.004105078152164312,stand,1,waist,50
2.98,-2.1171356018142466,1.4785814037565228,9.395746401016444,0.009451548602947255,-0.0186660634464259,-0.02154123539575093,stand,1,waist,50
3.0,-2.101528900556485,1.5088409256054838,9.591285307478959,-0.0019144822984884199,-0.008426430125637516,-0.02225448336965368,stand,1,waist,50
3.02,-2.0264177131096086,1.5369651482395053,9.601709920175557,0.0015579028883684809,0.004162170984657431,0.0011140878734116092,stand,1,waist,50
3.04,-1.8388063640901922,1.688057846254864,9.7142008859628,-0.001720655458770151,0.01217881895099272,0.006446652869258305,stand,1,waist,50
3.06,-1.7372920791660555,1.4555957369500898,9.50242078729013,-0.00801192544495356,-0.010745117177687977,-0.012255758410112163,stand,1,waist,50
3.08,-1.7472778154830124,1.4666125264750247,9.651757293026417,0.004121931010713961,0.012639143511887701,-0.0007764083137070906,stand,1,waist,50
3.1,-2.0853407215091235,1.520612556567592,9.60229366908283,0.006886325922475682,-0.010299336493191065,0.007022293844062134,stand,1,waist,50
3.12,-1.8112463542649353,1.6525512175622659,9.37862170761538,-0.0010022224250569138,-0.011839818909379251,-0.02314991820748908,stand,1,waist,50
3.14,-1.759568935744282,1.4511616899080524,9.77898656773071,-0.013883410139854127,0.019513519421441094,0.031766229848639034,stand,1,waist,50
3.16,-1.7959252608347653,1.4714301128560752,9.661086219112208,-0.02309792768145446,0.016918662820806334,0.018771857555430965,stand,1,waist,50
3.18,-1.8872744744687868,1.5468760258579521,9.405979359239542,0.0105138672078632,-0.021640613445284056,-0.01339462046056824,stand,1,waist,50
3.2,-1.8284604395816675,1.4618724384209285,9.550382114098245,-0.00982018899897297,-0.017723068342181847,0.007685665870616332,stand,1,waist,50
3.22,-1.6283830179148029,1.5620395960051259,9.484125470626779,-0.015464380745688873,0.017861638332831366,0.009408945879842819,stand,1,waist,50
3.24,-2.0459588698567943,1.5280659478315752,9.590821625093795,-0.03800610709890201,-0.016733883480852554,0.027076769932157442,stand,1,waist,50
3.26,-1.674881930400542,1.2638563178306348,9.620799095976743,0.03212865672452814,0.00614075066399026,-0.013017514731851138,stand,1,waist,50
3.28,-1.7990878774067058,1.6091019659721522,9.776189332559795,-0.013037418576676316,-0.01647168751601141,0.02035910642427598,stand,1,waist,50
3.3,-1.782669832181174,1.488660908307878,9.68799954015195,-0.02693268542787884,0.02184996831592981,-0.006088422117750448,stand,1,waist,50
3.32,-1.605695744702883,1.3804668620819436,9.364728548334895,-0.007743982132675799,0.0008200633327645327,0.020446539834948194,stand,1,waist,50
3.34,-1.6257895417457195,1.6840957060960946,9.59194799007806,-0.0010437457046301242,0.005740757857982571,-0.0166835741558973,stand,1,waist,50
3.36,-1.924097462477461,1.4870482843948918,9.636288045400423,0.013554290846236786,-0.013689296628526696,0.009001750551278335,stand,1,waist,50
3.38,-1.7864519445451321,1.347601360572157,9.681874452248286,0.02950775791347013,0.009669488465252288,0.00613088188389546,stand,1,waist,50
3.4,-1.7333794930719593,1.6495568741957678,9.636660855672769,-0.008467212150441838,0.0025967001565867184,0.014762609821995044,stand,1,waist,50
3.42,-1.8635902133748221,1.568913285756458,9.887346734901604,-0.0004620897208603182,0.0019532843297954358,0.03136112171876765,stand,1,waist,50
3.44,-1.6628074449217882,1.5870969250945457,9.303833010537547,0.010683986233907062,0.02061651880316909,0.028808977868041066,stand,1,waist,50
3.46,-1.7130756473286282,1.679976491230276,9.750309959279187,-0.0004230867829910904,-0.012953403065878992,0.01371698267216078,stand,1,waist,50
3.48,-1.611416974065034,1.5857748235971485,9.652956675739757,-0.027982947761527585,-0.01916554405241637,0.03270514724263983,stand,1,waist,50
3.5,-1.912580775473105,1.5907462714547607,9.537231441022708,0.008591894542308909,0.0038129130505557465,-0.002218553095282738,stand,1,waist,50
3.52,-1.5465958729455374,1.622636653866875,9.627226659526851,0.0031219307579490284,-0.005784408022770294,0.038094270368051804,stand,1,waist,50
3.54,-1.7567119696775575,1.512960780484,9.530121215913256,0.004117075592470511,-0.006146613734615116,0.016387368469576002,stand,1,waist,50
3.56,-1.6698344588170588,1.4853084065073474,9.6450248234419,0.002684459274947773,-0.015871674088031768,0.02278070595327074,stand,1,waist,50
3.58,-1.6725114603597633,1.6237251542335354,9.630499109299473,0.009139950677554628,-0.00847163425339324,0.012892499280460606,stand,1,waist,50
3.6,-1.7363329041658313,1.6862997024325772,9.551805711229004,-0.00047863385001727446,-0.005443161985926032,0.03233194818275221,stand,1,waist,50
3.62,-1.6849320081160557,1.6174678779292986,9.815664707478268,0.009936915957967012,-0.014237555398055487,0.038546577433685225,stand,1,waist,50
3.64,-1.7467886765455016,1.71004650170646,9.699430297253699,-0.02859833726007991,-0.005705701250552139,0.015158627608132247,stand,1,waist,50
3.66,-1.6872666774387224,1.8294709335473192,9.634515037882297,-0.002929655593725372,0.008179178725495784,0.0035955013657297547,stand,1,waist,50
3.68,-1.697692216107785,1.493280514505338,9.767516987832002,-0.013628015103669434,0.024338199986234283,0.01520015847685996,stand,1,waist,50
3.7,-1.7707210615385334,1.4948271767948624,9.716904088070612,-0.0016685593666580477,-0.023669943700233103,0.024167294423793943,stand,1,waist,50
3.72,-1.6386070681591443,1.8280001489255613,9.508814998392895,-0.009454925401896602,0.006893222010577939,0.01580082283277634,stand,1,waist,50
3.74,-1.784175584510703,1.6958116045940084,9.951507956459675,-0.0015987348953369583,0.0030028082736854346,0.021432471888992354,stand,1,waist,50
3.76,-1.5321279097703355,1.4902023081818543,9.55202234618212,-0.0042733738643633305,-0.029325964851527168,-0.014551564444433465,stand,1,waist,50
3.78,-1.5708677404688538,1.7201767214171149,9.725353241355501,-0.016924735867299513,-0.009138278294858948,0.04360892321894111,stand,1,waist,50
3.8,-1.450801690338981,1.5658631351929648,9.624728454841415,-0.01769367675440931,0.004390012452982186,0.016412201101806353,stand,1,waist,50
3.82,-1.6348104644139057,1.702450451177365,9.666809971381008,0.025857725470895643,-0.01609299700026588,0.039157654961980815,stand,1,waist,50
3.84,-1.4714911139201812,1.7714914801421588,9.666528335831572,0.020603917271474446,0.007676747075186115,0.03413097693024299,stand,1,waist,50
3.86,-1.6011913931217578,1.6056057022248549,9.591833238097388,-0.01450189730575773,0.003457382736483814,0.028304049035558422,stand,1,waist,50
3.88,-1.6263857175187784,1.6341340381806793,9.83856330111753,-0.014219807199958991,-0.021201547061257243,0.013880574596614523,stand,1,waist,50
3.9,-1.599077388039714,1.7343854223724602,9.725822304367489,-0.0023473818327578826,-0.01904085643802177,0.023617392807825578,stand,1,waist,50
3.92,-1.401152716861823,1.6407287651858038,9.793090720541644,-0.014308506758636003,0.002588079001064564,0.02631789180584087,stand,1,waist,50
3.94,-1.63863199571072,1.5935378827654163,9.517064692299192,0.02709301404016054,-0.007723927851728065,0.007571429051675623,stand,1,waist,50
3.96,-1.3707446276655118,1.8993900579539282,9.534840313062155,0.004182176468154523,0.014992289040126876,0.03070824651552126,stand,1,waist,50
3.98,-1.538372207682468,1.8567411222815877,9.722269554962875,0.02187314246525587,-0.00837293006398668,0.02542111945232506,stand,1,waist,50
